a_type_1,a_type_2,a_hp,a_attack,a_defense,a_sp_atk,a_sp_def,a_speed,a_generation,a_legendary,b_type_1,b_type_2,b_hp,b_attack,b_defense,b_sp_atk,b_sp_def,b_speed,b_generation,b_legendary,did_a_win,pair_key
Rock,Ground,40,80,100,30,30,20,1,0,Fighting,,80,100,70,50,60,45,1,0,0,Geodude_vs_Machoke
Normal,,84,71,43,71,43,48,3,0,Psychic,,85,73,70,73,115,67,1,0,0,Hypno_vs_Loudred
Poison,,61,72,57,55,55,65,1,0,Dragon,Fairy,75,110,110,110,105,80,3,0,0,Mega Altaria_vs_Nidorino
Normal,,50,45,45,35,35,50,3,0,Electric,,60,50,70,80,80,140,1,0,0,Electrode_vs_Skitty
Bug,,38,35,40,27,25,35,6,0,Grass,,60,40,60,40,60,35,3,0,0,Scatterbug_vs_Shroomish
Dragon,,76,147,90,60,70,97,5,0,Grass,Fighting,91,90,72,90,129,108,5,1,0,Haxorus_vs_Virizion
Normal,Fairy,115,45,20,45,25,20,1,0,Rock,,97,165,60,65,50,58,4,0,0,Jigglypuff_vs_Rampardos
Water,,130,65,60,110,95,65,1,0,Grass,Psychic,60,40,80,60,45,40,1,0,1,Exeggcute_vs_Vaporeon
Bug,,37,25,41,25,41,25,4,0,Electric,,60,85,49,60,49,60,4,0,0,Kricketot_vs_Luxio
Bug,Rock,70,95,125,65,75,45,5,0,Water,Dark,70,140,70,110,65,105,3,0,0,Crustle_vs_Mega Sharpedo
Ice,Flying,90,85,100,95,125,85,1,1,Water,Psychic,60,75,85,100,85,115,1,0,0,Articuno_vs_Starmie
Rock,,67,125,40,30,30,58,4,0,Fire,,78,84,78,109,85,100,2,0,0,Cranidos_vs_Typhlosion
Psychic,Fairy,40,45,65,100,120,90,1,0,Poison,,35,60,44,40,54,55,1,0,1,Mr Mime_vs_NidoranF
Psychic,,60,45,70,75,85,55,5,0,Grass,Poison,45,50,55,75,65,30,1,0,1,Gothorita_vs_Oddish
Bug,Water,40,30,32,50,52,65,3,0,Fighting,,72,60,30,20,30,25,3,0,0,Makuhita_vs_Surskit
Water,Dark,45,90,20,65,20,65,3,0,Ground,Ghost,89,124,80,55,80,55,5,0,1,Carvanha_vs_Golurk
Psychic,,40,35,30,120,70,105,1,0,Ice,,80,50,100,100,200,50,3,1,1,Kadabra_vs_Regice
Poison,,80,80,50,40,50,25,1,0,Rock,Steel,60,52,168,47,138,30,4,0,0,Bastiodon_vs_Grimer
Grass,,40,45,35,65,55,70,3,0,Normal,,120,120,120,120,120,120,4,1,0,Arceus_vs_Treecko
Water,Fairy,70,20,50,20,50,40,2,0,Fairy,,35,20,65,40,65,20,2,0,1,Marill_vs_Togepi
Ghost,Dragon,150,120,100,120,100,90,4,1,Grass,,55,68,64,45,55,31,4,0,1,Giratina Origin Forme_vs_Turtwig
Psychic,,25,20,15,105,55,90,1,0,Fighting,Psychic,30,40,55,40,55,60,3,0,1,Abra_vs_Meditite
Normal,,105,95,80,40,80,90,1,0,Normal,Flying,63,60,55,50,50,71,1,0,1,Kangaskhan_vs_Pidgeotto
Dark,Ice,70,120,65,45,85,125,4,0,Normal,,45,60,45,25,45,55,5,0,1,Lillipup_vs_Weavile
Ground,Rock,105,130,120,45,45,40,1,0,Normal,,95,110,95,40,95,55,5,0,0,Bouffalant_vs_Rhydon
Fire,,65,130,60,95,110,65,1,0,Normal,Grass,60,60,50,40,50,75,5,0,0,Deerling_vs_Flareon
Bug,Fighting,80,185,115,40,105,75,2,0,Grass,Poison,50,60,45,100,80,65,3,0,1,Mega Heracross_vs_Roselia
Electric,,70,55,55,80,60,45,2,0,Fire,Fighting,60,85,60,85,60,55,3,0,0,Combusken_vs_Flaaffy
Grass,,100,100,100,100,100,100,4,1,Grass,Poison,114,85,70,85,80,30,5,0,1,Amoonguss_vs_Shaymin Land Forme
Bug,Poison,65,150,40,15,80,145,1,0,Ground,,45,100,45,45,45,10,3,0,1,Mega Beedrill_vs_Trapinch
Grass,Ice,60,62,50,62,60,40,4,0,Normal,,85,76,64,45,55,90,2,0,0,Furret_vs_Snover
Electric,,45,65,34,40,34,45,4,0,Bug,Steel,71,120,95,120,95,99,5,0,0,Genesect_vs_Shinx
Water,,45,67,60,35,50,63,1,0,Dragon,Ice,125,130,90,130,90,95,5,1,0,Goldeen_vs_Kyurem
Steel,,40,55,70,45,60,30,5,0,Normal,,70,70,70,70,70,70,3,0,0,Castform_vs_Klink
Ground,Flying,75,95,125,45,75,95,4,0,Fire,,50,53,48,53,48,64,5,0,1,Gliscor_vs_Pansear
Normal,,30,56,35,25,35,72,1,0,Psychic,,55,55,55,85,55,30,5,0,1,Elgyem_vs_Rattata
Normal,,95,80,105,40,70,100,2,0,Steel,Flying,65,80,140,40,70,70,2,0,1,Miltank_vs_Skarmory
Water,Ground,105,95,75,85,75,74,5,0,Normal,Water,79,85,60,55,60,71,4,0,1,Bibarel_vs_Seismitoad
Water,,55,65,35,60,30,85,4,0,Water,Dark,63,120,85,90,55,55,3,0,1,Buizel_vs_Crawdaunt
Fire,,58,64,58,80,65,80,2,0,Ground,,75,100,110,45,55,65,1,0,1,Quilava_vs_Sandslash
Steel,Rock,50,70,100,40,40,30,3,0,Steel,Fairy,50,105,125,55,95,50,3,0,0,Aron_vs_Mega Mawile
Bug,Poison,60,55,50,40,55,45,1,0,Water,,100,100,100,100,100,100,4,0,0,Manaphy_vs_Venonat
Water,,70,92,65,80,55,98,5,0,Bug,Ground,60,79,105,59,85,36,4,0,1,Basculin_vs_Wormadam Sandy Cloak
Electric,,60,45,70,45,90,95,4,0,Rock,Ice,123,77,72,99,92,58,6,0,1,Aurorus_vs_Pachirisu
Fire,Fighting,60,85,60,85,60,55,3,0,Grass,,50,85,40,85,40,35,3,0,1,Cacnea_vs_Combusken
Normal,Fighting,100,128,90,77,77,128,5,0,Water,,100,100,90,150,140,90,3,1,1,Kyogre_vs_Meloetta Pirouette Forme
Ice,Ground,100,100,80,60,60,50,2,0,Bug,Flying,65,65,45,75,45,95,2,0,0,Piloswine_vs_Yanma
Grass,,75,98,63,98,63,101,5,0,Ice,,55,69,85,32,35,28,6,0,1,Bergmite_vs_Simisage
Bug,Poison,65,150,40,15,80,145,1,0,Psychic,Flying,106,90,130,90,154,110,2,1,1,Lugia_vs_Mega Beedrill
Normal,Fairy,115,45,20,45,25,20,1,0,Psychic,Fairy,68,65,65,125,115,80,3,0,0,Gardevoir_vs_Jigglypuff
Fire,Normal,62,50,58,73,54,72,6,0,Psychic,Fairy,38,35,35,65,55,50,3,0,1,Kirlia_vs_Litleo
Electric,,70,75,80,135,80,135,3,0,Normal,,84,71,43,71,43,48,3,0,1,Loudred_vs_Mega Manectric
Dark,Fire,75,90,90,140,90,115,2,0,Grass,Fighting,60,130,80,60,60,70,3,0,1,Breloom_vs_Mega Houndoom
Normal,Flying,80,115,80,65,55,93,5,0,Water,,130,65,60,110,95,65,1,0,1,Unfezant_vs_Vaporeon
Bug,,50,40,85,40,65,25,5,0,Electric,Ice,50,65,107,105,107,86,4,0,0,Frost Rotom_vs_Shelmet
Normal,,120,120,120,120,120,120,4,1,Fire,Flying,78,81,71,74,69,126,6,0,0,Arceus_vs_Talonflame
Normal,,78,70,61,50,61,100,3,0,Grass,,70,85,65,105,85,120,3,0,0,Linoone_vs_Sceptile
Water,,59,63,80,65,80,58,1,0,Grass,Poison,60,65,70,85,75,40,1,0,1,Gloom_vs_Wartortle
Bug,Poison,60,55,50,40,55,45,1,0,Electric,Ghost,50,50,77,95,77,91,4,0,0,Rotom_vs_Venonat
Normal,,55,66,44,44,56,85,4,0,Dragon,Fairy,75,110,110,110,105,80,3,0,1,Buneary_vs_Mega Altaria
Ice,,70,50,30,95,135,105,5,0,Bug,Steel,70,150,140,65,100,75,2,0,1,Cryogonal_vs_Mega Scizor
Ghost,Dragon,150,120,100,120,100,90,4,1,Grass,,56,61,65,48,45,38,6,0,1,Chespin_vs_Giratina Origin Forme
Bug,,65,125,100,55,70,85,1,0,Ghost,Dragon,150,120,100,120,100,90,4,1,0,Giratina Origin Forme_vs_Pinsir
Water,,76,48,48,57,62,34,4,0,Fairy,,54,45,47,75,98,52,6,0,0,Floette_vs_Shellos
Fire,Ground,70,120,100,145,105,20,3,0,Rock,Ground,35,45,160,30,45,70,1,0,1,Mega Camerupt_vs_Onix
Fire,Flying,78,81,71,74,69,126,6,0,Bug,,80,70,40,100,60,145,5,0,0,Accelgor_vs_Talonflame
Fire,Steel,91,90,106,130,106,77,4,1,Normal,,250,5,5,35,105,50,1,0,1,Chansey_vs_Heatran
Ice,,80,120,80,120,80,100,3,0,Water,,35,64,85,74,55,32,3,0,1,Clamperl_vs_Mega Glalie
Rock,Flying,80,105,65,60,75,130,1,0,Bug,Grass,60,95,80,60,80,30,1,0,1,Aerodactyl_vs_Parasect
Ghost,Flying,150,80,44,90,54,80,4,0,Fire,,65,63,45,45,45,45,5,0,1,Drifblim_vs_Tepig
Electric,Fire,50,65,107,105,107,86,4,0,Normal,,105,95,80,40,80,90,1,0,0,Heat Rotom_vs_Kangaskhan
Psychic,,70,55,95,95,110,65,5,0,Bug,Steel,58,109,112,48,48,109,5,0,0,Durant_vs_Gothitelle
Bug,,50,35,55,25,25,15,3,0,Electric,Water,50,65,107,105,107,86,4,0,0,Cascoon_vs_Wash Rotom
Electric,Flying,79,115,70,125,80,111,5,1,Normal,Grass,60,60,50,40,50,75,5,0,1,Deerling_vs_Thundurus Incarnate Forme
Fire,,55,70,45,70,50,60,1,0,Fire,,65,130,60,95,110,65,1,0,0,Flareon_vs_Growlithe
Psychic,,80,45,65,90,110,80,3,0,Water,,54,63,52,83,56,97,6,0,0,Frogadier_vs_Grumpig
Grass,,45,49,65,49,65,45,2,0,Steel,Fairy,50,85,85,55,55,50,3,0,0,Chikorita_vs_Mawile
Rock,Water,70,60,125,115,70,55,1,0,Fire,Fighting,80,120,70,110,70,80,3,0,0,Blaziken_vs_Omastar
Rock,Ground,70,84,70,65,70,51,2,0,Bug,Poison,60,55,50,40,55,45,1,0,1,Pupitar_vs_Venonat
Water,,20,10,55,15,20,80,1,0,Poison,Bug,40,50,90,30,55,65,4,0,1,Magikarp_vs_Skorupi
Grass,,60,40,60,40,60,35,3,0,Fairy,,50,25,28,45,55,15,2,0,1,Cleffa_vs_Shroomish
Grass,,70,85,65,105,85,120,3,0,Poison,,40,65,95,60,45,35,1,0,1,Koffing_vs_Sceptile
Ghost,Grass,85,100,122,58,75,54,6,0,Water,,55,130,115,50,50,75,1,0,0,Gourgeist Super Size_vs_Kingler
Rock,Ground,40,80,100,30,30,20,1,0,Bug,Steel,60,69,95,69,95,36,4,0,0,Geodude_vs_Wormadam Trash Cloak
Electric,,90,75,85,115,90,55,2,0,Ground,,68,72,78,38,42,32,4,0,0,Ampharos_vs_Hippopotas
Grass,,65,110,130,60,65,95,4,0,Fighting,,120,100,85,30,85,45,5,0,1,Leafeon_vs_Throh
Water,Electric,125,58,58,76,76,67,2,0,Water,,79,103,120,135,115,78,1,0,0,Lanturn_vs_Mega Blastoise
Flying,Dragon,85,70,80,97,80,123,6,0,Psychic,,65,40,50,125,60,30,5,0,1,Duosion_vs_Noivern
Ice,,80,80,80,80,80,80,3,0,Fighting,,40,80,35,35,45,70,1,0,1,Glalie_vs_Mankey
Steel,Dragon,100,120,120,150,100,90,4,1,Water,,65,80,80,59,63,58,2,0,1,Croconaw_vs_Dialga
Bug,Flying,65,65,45,75,45,95,2,0,Ghost,Grass,43,70,48,50,60,38,6,0,1,Phantump_vs_Yanma
Rock,,50,80,95,10,45,10,4,0,Grass,,66,65,48,62,57,52,6,0,0,Bonsly_vs_Skiddo
Psychic,Fairy,28,25,25,45,35,40,3,0,Bug,,38,35,40,27,25,35,6,0,1,Ralts_vs_Scatterbug
Bug,Flying,70,94,50,94,50,66,4,0,Bug,Rock,70,95,125,65,75,45,5,0,1,Crustle_vs_Mothim
Water,,79,103,120,135,115,78,1,0,Fire,,70,85,140,85,70,20,3,0,1,Mega Blastoise_vs_Torkoal
Bug,Poison,45,25,50,25,25,35,1,0,Electric,,60,45,70,45,90,95,4,0,0,Kakuna_vs_Pachirisu
Rock,Fairy,50,100,150,100,150,50,6,1,Poison,Fighting,83,106,65,86,65,85,4,0,0,Diancie_vs_Toxicroak
Water,,20,15,20,10,55,80,3,0,Ice,,50,50,50,50,50,50,3,0,1,Feebas_vs_Snorunt
Steel,Psychic,60,75,100,55,80,50,3,0,Bug,,45,45,35,20,30,20,3,0,1,Metang_vs_Wurmple
Psychic,,110,65,75,125,85,30,5,0,Rock,Flying,75,140,65,112,65,110,5,0,0,Archeops_vs_Reuniclus
Psychic,,48,72,48,72,48,48,2,0,Dark,Flying,70,55,75,45,65,60,5,0,0,Unown_vs_Vullaby
Bug,Steel,70,150,140,65,100,75,2,0,Bug,Fire,55,85,55,50,55,60,5,0,1,Larvesta_vs_Mega Scizor
Steel,Ground,75,85,200,55,65,30,2,0,Grass,,30,30,30,30,30,30,2,0,0,Steelix_vs_Sunkern
Electric,,60,40,50,75,85,95,3,0,Bug,Grass,60,59,85,79,105,36,4,0,1,Minun_vs_Wormadam Plant Cloak
Water,,69,69,76,69,86,91,4,0,Psychic,Flying,72,58,80,103,80,97,5,0,0,Lumineon_vs_Sigilyph
Grass,,50,85,40,85,40,35,3,0,Grass,Poison,80,100,123,122,120,80,1,0,0,Cacnea_vs_Mega Venusaur
Fire,Flying,90,100,90,125,85,90,1,1,Bug,Flying,40,20,30,40,80,55,2,0,1,Ledyba_vs_Moltres
Ice,,80,50,100,100,200,50,3,1,Normal,Flying,85,120,70,50,60,100,4,0,0,Regice_vs_Staraptor
Dragon,Ground,68,90,65,50,55,82,4,0,Normal,,105,95,80,40,80,90,1,0,0,Gabite_vs_Kangaskhan
Ground,Ghost,89,124,80,55,80,55,5,0,Grass,Dark,90,100,60,90,60,80,3,0,0,Golurk_vs_Shiftry
Ghost,Grass,59,66,70,44,55,41,6,0,Water,,69,69,76,69,86,91,4,0,0,Lumineon_vs_Pumpkaboo Super Size
Water,Grass,40,30,30,40,50,30,3,0,Fire,,65,100,70,80,80,105,1,0,0,Lotad_vs_Rapidash
Dragon,Electric,100,150,120,120,100,90,5,1,Grass,,65,110,130,60,65,95,4,0,0,Leafeon_vs_Zekrom
Normal,,84,71,43,71,43,48,3,0,Fire,Flying,78,81,71,74,69,126,6,0,0,Loudred_vs_Talonflame
Bug,Poison,60,50,70,50,90,65,3,0,Ice,Ground,100,100,80,60,60,50,2,0,1,Dustox_vs_Piloswine
Water,,50,70,50,50,50,40,3,0,Electric,Dragon,90,95,105,165,110,45,2,0,0,Mega Ampharos_vs_Mudkip
Dark,Psychic,53,54,53,37,46,45,6,0,Normal,,65,60,70,85,75,40,1,0,1,Inkay_vs_Porygon
Rock,Steel,60,55,145,75,150,40,4,0,Grass,Ice,60,62,50,62,60,40,4,0,0,Probopass_vs_Snover
Water,Fairy,70,20,50,20,50,40,2,0,Ghost,Grass,85,110,76,65,82,56,6,0,0,Marill_vs_Trevenant
Rock,Flying,55,112,45,74,45,70,5,0,Steel,Ground,75,85,200,55,65,30,2,0,1,Archen_vs_Steelix
Grass,,45,35,50,70,50,30,5,0,Normal,,105,125,100,60,100,100,1,0,0,Mega Kangaskhan_vs_Petilil
Ghost,Grass,85,110,76,65,82,56,6,0,Psychic,,95,23,48,23,48,23,3,0,1,Trevenant_vs_Wynaut
Psychic,,40,35,30,120,70,105,1,0,Rock,,50,80,95,10,45,10,4,0,0,Bonsly_vs_Kadabra
Fire,Fighting,64,78,52,78,52,81,4,0,Fighting,,65,105,60,60,70,95,1,0,0,Monferno_vs_Primeape
Ghost,,44,75,35,63,33,45,3,0,Steel,Psychic,40,55,80,35,60,30,3,0,1,Beldum_vs_Shuppet
Ground,Flying,65,75,105,35,65,85,2,0,Normal,,103,60,86,60,86,50,5,0,1,Audino_vs_Gligar
Grass,Poison,50,75,35,70,30,40,1,0,Rock,Fairy,50,160,110,160,110,110,6,1,0,Bellsprout_vs_Mega Diancie
Bug,Grass,45,53,70,40,60,42,5,0,Normal,,38,30,41,30,41,60,3,0,0,Sewaddle_vs_Zigzagoon
Dark,Flying,126,131,95,131,98,99,6,1,Water,Ground,110,78,73,76,71,60,3,0,1,Whiscash_vs_Yveltal
Bug,Flying,70,110,80,55,80,105,1,0,Psychic,Flying,106,90,130,90,154,110,2,1,0,Lugia_vs_Scyther
Flying,,79,100,80,110,90,121,5,1,Normal,Flying,80,115,80,65,55,93,5,0,1,Tornadus Therian Forme_vs_Unfezant
Water,,165,75,80,40,45,65,5,0,Poison,,80,80,50,40,50,25,1,0,1,Alomomola_vs_Grimer
Dragon,,77,120,90,60,90,48,5,0,Rock,Flying,80,105,65,60,75,130,1,0,0,Aerodactyl_vs_Druddigon
Normal,,64,51,23,51,23,28,3,0,Fire,,45,60,40,70,50,45,3,0,0,Torchic_vs_Whismur
Electric,Normal,62,55,52,109,94,109,6,0,Psychic,,55,50,45,135,95,120,1,0,0,Alakazam_vs_Heliolisk
Ice,,95,117,184,44,46,28,6,0,Ice,,55,70,40,60,40,40,5,0,0,Avalugg_vs_Cubchoo
Ground,Rock,80,85,95,30,30,25,1,0,Steel,Ground,75,125,230,55,95,30,2,0,0,Mega Steelix_vs_Rhyhorn
Bug,Flying,86,76,86,116,56,95,4,0,Fire,,40,40,40,70,40,20,2,0,1,Slugma_vs_Yanmega
Poison,,70,62,67,55,55,56,1,0,Poison,,40,65,95,60,45,35,1,0,1,Koffing_vs_Nidorina
Psychic,,45,30,50,55,65,45,5,0,Bug,,45,45,35,20,30,20,3,0,1,Gothita_vs_Wurmple
Water,,55,104,105,94,75,52,3,0,Grass,Ice,60,62,50,62,60,40,4,0,1,Huntail_vs_Snover
Poison,Flying,85,90,80,70,80,130,2,0,Fighting,,85,105,85,40,50,40,5,0,1,Crobat_vs_Gurdurr
Water,Grass,60,50,50,60,70,50,3,0,Ice,Psychic,45,30,15,85,65,65,2,0,0,Lombre_vs_Smoochum
Grass,Steel,44,50,91,24,86,10,5,0,Rock,Grass,86,81,97,81,107,43,3,0,0,Cradily_vs_Ferroseed
Ice,,65,60,110,130,95,65,4,0,Steel,,70,140,230,60,80,50,3,0,1,Glaceon_vs_Mega Aggron
Grass,Fighting,60,130,80,60,60,70,3,0,Water,Ground,50,48,43,46,41,60,3,0,1,Barboach_vs_Breloom
Fairy,,95,65,65,110,130,60,6,0,Grass,,70,60,70,87,78,85,4,0,0,Cherrim_vs_Sylveon
Normal,Flying,55,75,50,40,40,80,4,0,Grass,,65,110,130,60,65,95,4,0,0,Leafeon_vs_Staravia
Water,,130,70,35,70,35,60,3,0,Bug,,50,20,55,25,25,30,1,0,1,Metapod_vs_Wailmer
Water,,30,40,70,70,25,60,1,0,Fighting,,90,130,80,65,85,55,1,0,1,Horsea_vs_Machamp
Fighting,Psychic,30,40,55,40,55,60,3,0,Grass,,45,45,55,45,55,63,5,0,0,Meditite_vs_Snivy
Steel,,40,55,70,45,60,30,5,0,Normal,,59,45,40,35,40,31,4,0,0,Bidoof_vs_Klink
Grass,Fighting,91,90,72,90,129,108,5,1,Electric,,60,45,70,45,90,95,4,0,1,Pachirisu_vs_Virizion
Bug,Steel,71,120,95,120,95,99,5,0,Water,Ice,90,70,80,70,95,70,1,0,1,Dewgong_vs_Genesect
Dark,Psychic,86,92,88,68,75,73,6,0,Steel,Ghost,45,80,100,35,37,28,6,0,1,Honedge_vs_Malamar
Water,Electric,125,58,58,76,76,67,2,0,Bug,,50,35,55,25,25,15,3,0,1,Cascoon_vs_Lanturn
Rock,Ground,35,45,160,30,45,70,1,0,Fire,,59,59,58,90,70,73,6,0,0,Braixen_vs_Onix
Electric,,60,40,50,75,85,95,3,0,Poison,,61,72,57,55,55,65,1,0,1,Minun_vs_Nidorino
Ice,Water,110,80,90,95,90,65,3,0,Dragon,Ground,108,130,95,80,85,102,4,0,0,Garchomp_vs_Walrein
Dark,Ice,70,120,65,45,85,125,4,0,Ghost,Dragon,150,100,120,100,120,90,4,1,1,Giratina Altered Forme_vs_Weavile
Bug,Steel,70,130,100,55,80,65,2,0,Fighting,,72,60,30,20,30,25,3,0,1,Makuhita_vs_Scizor
Poison,Fighting,83,106,65,86,65,85,4,0,Grass,,45,35,50,70,50,30,5,0,1,Petilil_vs_Toxicroak
Water,Ground,100,110,90,85,90,60,3,0,Psychic,,55,55,55,85,55,30,5,0,1,Elgyem_vs_Swampert
Water,Psychic,95,75,80,100,110,30,2,0,Fighting,,75,80,55,25,35,35,5,0,0,Slowking_vs_Timburr
Dragon,Flying,95,135,80,110,80,100,3,0,Ghost,,60,60,60,105,105,105,4,0,0,Mismagius_vs_Salamence
Fighting,,72,60,30,20,30,25,3,0,Psychic,,45,30,50,65,50,45,4,0,0,Chingling_vs_Makuhita
Ghost,,20,40,90,30,90,25,3,0,Fire,Fighting,76,104,71,104,71,108,4,0,0,Duskull_vs_Infernape
Ghost,Grass,85,100,122,58,75,54,6,0,Fighting,Psychic,60,60,75,60,75,80,3,0,0,Gourgeist Super Size_vs_Medicham
Ghost,Dragon,150,120,100,120,100,90,4,1,Ground,Dragon,50,70,50,50,50,70,3,0,1,Giratina Origin Forme_vs_Vibrava
Ice,,36,50,50,65,60,44,5,0,Normal,,35,46,34,35,45,20,2,0,1,Sentret_vs_Vanillite
Ice,Psychic,65,50,35,115,95,95,1,0,Fire,Dragon,78,130,111,130,85,100,1,0,0,Jynx_vs_Mega Charizard X
Normal,,85,110,90,45,90,80,5,0,Normal,,105,125,100,60,100,100,1,0,0,Mega Kangaskhan_vs_Stoutland
Dragon,Ground,68,90,65,50,55,82,4,0,Bug,Rock,20,10,230,10,230,5,2,0,1,Gabite_vs_Shuckle
Grass,,60,40,60,40,60,35,3,0,Water,Psychic,95,75,110,100,80,30,1,0,1,Shroomish_vs_Slowbro
Dark,Ghost,50,85,125,85,115,20,3,0,Water,Psychic,90,65,65,40,40,15,1,0,1,Mega Sableye_vs_Slowpoke
Fairy,,60,80,50,40,40,30,2,0,Dark,Dragon,92,105,90,125,90,98,5,0,0,Hydreigon_vs_Snubbull
Fire,,55,70,45,70,50,60,1,0,Water,Electric,75,38,38,56,56,67,2,0,0,Chinchou_vs_Growlithe
Water,Poison,65,95,75,55,55,85,2,0,Ground,Steel,110,135,60,50,65,88,5,0,0,Excadrill_vs_Qwilfish
Psychic,Dark,80,160,60,170,130,80,6,1,Steel,Psychic,100,100,100,100,100,100,3,1,0,Hoopa Unbound_vs_Jirachi
Water,,50,53,62,58,63,44,6,0,Water,,85,105,55,85,50,115,4,0,0,Clauncher_vs_Floatzel
Dragon,Ground,58,70,45,40,45,42,4,0,Rock,Fairy,50,160,110,160,110,110,6,1,0,Gible_vs_Mega Diancie
Bug,Electric,50,47,50,57,50,65,5,0,Poison,Ground,81,102,77,85,75,85,1,0,0,Joltik_vs_Nidoking
Water,Ground,105,95,75,85,75,74,5,0,Fire,,44,58,44,58,44,61,4,0,1,Chimchar_vs_Seismitoad
Water,Psychic,60,75,85,100,85,115,1,0,Fire,Dragon,78,130,111,130,85,100,1,0,1,Mega Charizard X_vs_Starmie
Bug,Poison,65,150,40,15,80,145,1,0,Dark,Fire,75,90,50,110,80,95,2,0,1,Houndoom_vs_Mega Beedrill
Grass,Flying,75,55,70,55,95,110,2,0,Grass,,75,75,95,75,95,113,5,0,0,Jumpluff_vs_Serperior
Normal,,105,95,80,40,80,90,1,0,Rock,Water,35,40,100,90,55,35,1,0,1,Kangaskhan_vs_Omanyte
Poison,,46,57,40,40,40,50,1,0,Dragon,Psychic,80,80,90,110,130,110,3,1,0,Latias_vs_Nidoran
Psychic,,80,105,105,105,105,80,4,1,Dark,Ice,70,120,65,45,85,125,4,0,0,Mesprit_vs_Weavile
Bug,,50,20,55,25,25,30,1,0,Rock,Grass,86,81,97,81,107,43,3,0,0,Cradily_vs_Metapod
Ghost,Poison,60,65,80,170,95,130,1,0,Water,Fairy,100,50,80,60,80,50,2,0,1,Azumarill_vs_Mega Gengar
Normal,,70,65,65,55,55,70,3,0,Psychic,,65,65,60,130,95,110,2,0,0,Delcatty_vs_Espeon
Fighting,,50,120,53,35,110,87,1,0,Psychic,,85,73,70,73,115,67,1,0,1,Hitmonlee_vs_Hypno
Psychic,Dark,80,160,60,170,130,80,6,1,Fire,,40,45,40,62,60,60,6,0,1,Fennekin_vs_Hoopa Unbound
Rock,,30,45,135,45,90,30,3,0,Dark,Ice,55,95,55,35,75,115,2,0,0,Nosepass_vs_Sneasel
Fairy,,90,120,75,60,60,45,2,0,Grass,Dark,90,100,60,90,60,80,3,0,0,Granbull_vs_Shiftry
Normal,Flying,45,40,60,40,75,50,3,0,Water,,20,15,20,10,55,80,3,0,0,Feebas_vs_Swablu
Fire,Psychic,75,69,72,114,100,104,6,0,Fire,,50,53,48,53,48,64,5,0,1,Delphox_vs_Pansear
Psychic,,50,180,20,180,20,150,3,1,Normal,Flying,60,85,60,50,50,125,3,0,1,DeoxysAttack Forme_vs_Swellow
Dark,Flying,60,85,42,85,42,91,2,0,Electric,,70,55,55,80,60,45,2,0,1,Flaaffy_vs_Murkrow
Fighting,,50,105,79,35,110,76,1,0,Ground,Ghost,89,124,80,55,80,55,5,0,0,Golurk_vs_Hitmonchan
Psychic,Flying,65,75,70,95,70,95,2,0,Fire,Water,80,110,120,130,90,70,6,1,1,Volcanion_vs_Xatu
Grass,,123,100,62,97,81,68,6,0,Water,,100,150,90,180,160,90,3,1,0,Gogoat_vs_Primal Kyogre
Fighting,,105,140,95,55,65,45,5,0,Rock,Water,60,115,105,65,70,80,1,0,0,Conkeldurr_vs_Kabutops
Bug,,40,29,45,29,45,36,4,0,Electric,Ghost,50,50,77,95,77,91,4,0,0,Burmy_vs_Rotom
Fairy,,101,72,72,99,89,29,6,0,Psychic,,110,65,75,125,85,30,5,0,0,Aromatisse_vs_Reuniclus
Rock,,50,80,95,10,45,10,4,0,Normal,Fairy,103,60,126,80,126,50,5,0,0,Bonsly_vs_Mega Audino
Psychic,,76,25,45,67,55,24,5,0,Fighting,,80,100,70,50,60,45,1,0,0,Machoke_vs_Munna
Normal,,71,82,64,64,59,112,4,0,Fire,,45,60,40,70,50,45,3,0,1,Purugly_vs_Torchic
Psychic,,70,55,95,95,110,65,5,0,Grass,,45,35,45,62,53,35,4,0,1,Cherubi_vs_Gothitelle
Water,,65,65,65,50,50,90,1,0,Water,Steel,84,86,88,111,101,60,4,0,1,Empoleon_vs_Poliwhirl
Steel,Psychic,60,75,100,55,80,50,3,0,Psychic,,55,50,45,135,95,120,1,0,0,Alakazam_vs_Metang
Fire,Dragon,78,130,111,130,85,100,1,0,Water,Psychic,95,75,180,130,80,30,1,0,1,Mega Charizard X_vs_Mega Slowbro
Poison,,40,65,95,60,45,35,1,0,Psychic,,110,65,75,125,85,30,5,0,1,Koffing_vs_Reuniclus
Rock,Steel,60,55,145,75,150,40,4,0,Grass,,70,85,65,105,85,120,3,0,0,Probopass_vs_Sceptile
Fire,Flying,78,104,78,159,115,100,1,0,Rock,,67,125,40,30,30,58,4,0,1,Cranidos_vs_Mega Charizard Y
Normal,Flying,60,85,60,50,50,125,3,0,Fire,,39,52,43,60,50,65,1,0,1,Charmander_vs_Swellow
Water,,35,64,85,74,55,32,3,0,Normal,,90,55,75,60,75,30,1,0,1,Clamperl_vs_Lickitung
Fairy,,50,25,28,45,55,15,2,0,Poison,,105,105,75,65,100,50,1,0,0,Cleffa_vs_Muk
Water,,50,50,40,50,40,64,5,0,Fighting,,85,105,85,40,50,40,5,0,1,Gurdurr_vs_Tympole
Grass,,40,45,35,65,55,70,3,0,Normal,,120,120,120,120,120,120,4,1,0,Arceus_vs_Treecko
